crossover_count,replicated_ge3_crossover_count,mean_spearman_distance_vs_kendall_tau
494.0,5.0,0.011650665127962182
554.0,13.0,-0.12363763483656556
486.0,2.0,0.000518373449698295
591.0,16.0,0.07371517469106945
478.0,9.0,0.15102563271414707
542.0,23.0,-0.14529383944478946
501.0,14.0,0.04939576389025433
546.0,11.0,0.09370007366469384
591.0,14.0,-0.12110241288953882
604.0,14.0,0.026679998921935746
547.0,11.0,-0.13087473227808746
561.0,9.0,0.019375175440113107
581.0,21.0,0.13205403099943183
551.0,12.0,0.05861469765603465
576.0,24.0,-0.06515999671648247
578.0,11.0,-0.1045699414937682
562.0,17.0,0.09247354365719707
548.0,14.0,0.04898717278003611
528.0,10.0,-0.11058048601417718
574.0,15.0,0.09885211654548863
554.0,12.0,-0.07353480713773768
563.0,19.0,0.07551137517102985
544.0,14.0,0.22265448428648738
583.0,16.0,-0.17465777764300305
570.0,13.0,0.0813848751738672
557.0,6.0,-0.15387287755511506
576.0,18.0,0.13310766973505483
547.0,11.0,-0.21911958623104205
553.0,9.0,-0.03196017847247006
488.0,7.0,0.07153069100476206
578.0,5.0,0.03331556158504108
493.0,9.0,0.022163975419879266
544.0,10.0,-0.046195224492218925
487.0,8.0,0.1784772870245468
520.0,11.0,-0.09779184016336254
556.0,12.0,0.09015080753201013
551.0,11.0,0.07970867615354395
557.0,12.0,-0.06730350949302162
580.0,18.0,0.00013162585992854137
559.0,13.0,0.09064472459530487
549.0,9.0,0.032152736194913455
496.0,7.0,-0.021654164191716216
519.0,8.0,0.00268123964088076
486.0,9.0,-0.04032782872941473
580.0,15.0,-0.03422542772139561
529.0,18.0,0.15884476765053246
511.0,11.0,-0.0772700464912143
491.0,9.0,0.12993052039872016
574.0,15.0,0.12289235959762473
602.0,11.0,0.04201385453047228
528.0,11.0,-0.00581521358747495
549.0,11.0,-0.009586812081087408
567.0,15.0,0.1365959974010589
583.0,7.0,-0.020441526989927038
557.0,7.0,-0.06399742315934079
558.0,13.0,-0.00775687072198282
507.0,10.0,-0.15628211802836448
532.0,12.0,0.07127857853301417
533.0,15.0,-0.13855373929378179
568.0,13.0,0.001235451431049167
571.0,20.0,0.2730157151022153
507.0,9.0,0.028524067414676314
547.0,19.0,0.19303799857643725
576.0,16.0,0.07844945676134629
556.0,15.0,-0.14985813508741028
559.0,17.0,-0.043901727389184436
532.0,15.0,-0.0002401038375803924
501.0,7.0,-0.03221917367663624
556.0,19.0,0.04981205755059421
525.0,12.0,0.10294115288420964
492.0,11.0,-0.1324069813303081
560.0,15.0,0.20869243651404523
581.0,17.0,0.07841039990900917
591.0,20.0,-0.06409062908146221
531.0,12.0,0.15823041461275955
548.0,12.0,-0.062458921962560754
483.0,11.0,-0.2987195319631361
546.0,15.0,-0.12037105864845687
559.0,15.0,-0.07339801232368881
530.0,20.0,0.03960589405981556
514.0,13.0,-0.05885112689885549
569.0,10.0,0.18146738798704817
539.0,7.0,-0.2189115033434752
530.0,5.0,-0.04308495784238023
518.0,18.0,-0.20774437684168132
572.0,12.0,0.04204783543841168
553.0,16.0,-0.2214763310318481
538.0,18.0,-0.09226295157379752
502.0,3.0,0.02229082116479169
573.0,10.0,-0.011713705622762291
472.0,9.0,-0.23839781778280392
542.0,13.0,-0.05907884482164743
594.0,35.0,0.09262866788080881
537.0,13.0,-0.1114615021369674
558.0,18.0,-0.011546398375427258
585.0,18.0,0.037226711379464705
499.0,16.0,-0.19212037274462282
535.0,9.0,0.01381879717167141
576.0,13.0,0.16178515023235934
488.0,6.0,-0.16292171084425067
538.0,12.0,-0.019820415640683528
527.0,11.0,0.14232429916155745
557.0,19.0,0.10248781474938186
501.0,3.0,-0.028769643821106465
575.0,20.0,-0.001251778998334195
592.0,14.0,-0.009521927489985586
517.0,9.0,-0.1724207868822605
558.0,18.0,0.031807759345335286
537.0,11.0,-0.024991928310135716
552.0,19.0,-0.024992021610155214
562.0,14.0,0.008279161565787622
573.0,14.0,0.0030339255846733963
562.0,14.0,-0.11350952631409894
554.0,9.0,0.1327098341384207
565.0,7.0,-0.034202676521218354
526.0,18.0,0.03642146712327749
583.0,17.0,0.07146116750468487
525.0,13.0,0.0007354972702098201
528.0,8.0,0.12356708569310536
531.0,10.0,-0.0822091421646414
514.0,7.0,-0.06936830669809352
551.0,12.0,-0.06128150353505849
488.0,8.0,-0.10701874323376376
527.0,14.0,0.03543335148669968
505.0,10.0,-0.12565125648708608
518.0,9.0,-0.11545688272598881
491.0,7.0,-0.24912818579039628
551.0,15.0,-0.024995949009233326
591.0,20.0,0.07307910664890291
525.0,5.0,-0.0076122726172388674
523.0,14.0,0.11256380464115733
502.0,6.0,-0.05231202135185195
553.0,17.0,0.13838062389567582
536.0,16.0,0.07174819526253079
545.0,10.0,0.04158885099104573
578.0,11.0,-0.03397835284301987
574.0,15.0,-0.09760427796021152
552.0,14.0,0.1450846006046829
517.0,6.0,0.07055328962856106
558.0,11.0,0.11120114560433725
567.0,14.0,0.003096155133750323
537.0,9.0,-0.2854417926210661
569.0,13.0,0.14291809693060947
563.0,11.0,0.028786092833855047
544.0,12.0,0.11341287792274315
501.0,10.0,0.12636492429923762
552.0,14.0,-0.12329717251966932
574.0,17.0,-0.11737798562458517
567.0,20.0,0.01815152677343479
538.0,13.0,-0.08555665698027838
561.0,15.0,0.020648599190732773
558.0,11.0,0.13425388461175786
525.0,12.0,0.04719829620850531
564.0,14.0,-0.055537180324939185
561.0,9.0,0.13471062246249654
510.0,5.0,0.034924532942743315
561.0,8.0,0.020099095773498332
587.0,10.0,-0.0388567535598868
496.0,16.0,0.10677368911093059
537.0,13.0,0.04844507756049608
518.0,3.0,-0.07922312695639754
540.0,13.0,0.23980992913108667
545.0,12.0,-0.11691657393800757
505.0,6.0,0.13906047134801994
555.0,19.0,0.03679791885841786
601.0,17.0,-0.041156216397977445
618.0,19.0,0.17373099310582785
543.0,11.0,-0.022157936694248342
570.0,15.0,0.04263867560945114
517.0,14.0,-0.1950194848411397
557.0,5.0,-0.06041350686663837
555.0,7.0,-0.15799232725499562
550.0,14.0,0.18205591646988037
533.0,25.0,0.14076113792700992
531.0,5.0,-0.08396364259341126
544.0,13.0,0.004054135542386955
534.0,15.0,-0.2294252394953416
608.0,16.0,-0.09343949655954838
550.0,12.0,-0.07390076460282154
609.0,10.0,0.016047022996042163
510.0,11.0,-0.07059295282024522
582.0,18.0,-0.017563641882129125
576.0,17.0,0.11803737924228543
585.0,12.0,-0.08987922662956127
555.0,9.0,0.15310646895230087
506.0,3.0,0.05987244726917544
507.0,14.0,-0.12419082246585479
542.0,12.0,-0.034666443077302767
525.0,19.0,0.06154450331176308
559.0,12.0,0.11420002175352939
503.0,10.0,0.12282278971473107
488.0,7.0,0.15997204985860453
603.0,14.0,0.02052844062489124
536.0,9.0,0.2137240721039442
560.0,15.0,-0.23017569524782738
518.0,5.0,-0.21534788940820943
544.0,12.0,0.09916333915335077
581.0,14.0,-0.11972085225241152
543.0,5.0,0.14440290792964602
529.0,24.0,-0.0776921238928537
561.0,18.0,0.15981287342048778
507.0,9.0,0.09309105801338144
553.0,27.0,0.13320110497312412
469.0,6.0,-0.07849073250056131
592.0,16.0,-0.055612568965728436
